0 1838 {'weight': 1.25}
0 1744 {'weight': 1.25}
0 14 {'weight': 1.25}
0 2543 {'weight': 1.25}
1838 2013 {'weight': 1.25}
1838 2714 {'weight': 1.25}
1744 1073 {'weight': 1.25}
1744 1318 {'weight': 1.25}
1744 2543 {'weight': 1.25}
1744 2714 {'weight': 1.25}
14 2082 {'weight': 1.25}
14 180 {'weight': 1.25}
14 2938 {'weight': 1.25}
2543 1318 {'weight': 1.25}
2543 2013 {'weight': 1.25}
2543 2714 {'weight': 1.25}
2013 2013 {'weight': 1.25}
1073 3 {'weight': 1.25}
1073 386 {'weight': 1.25}
1073 2659 {'weight': 1.25}
1073 2160 {'weight': 1.25}
1073 1925 {'weight': 1.25}
1073 3511 {'weight': 1.25}
1073 372 {'weight': 1.25}
1073 1506 {'weight': 1.25}
1073 2303 {'weight': 1.25}
1073 1634 {'weight': 1.25}
1073 1706 {'weight': 1.25}
1073 749 {'weight': 1.25}
1073 452 {'weight': 1.25}
1073 1936 {'weight': 1.25}
1073 2915 {'weight': 1.25}
1073 2972 {'weight': 1.25}
1073 1100 {'weight': 1.25}
1073 2918 {'weight': 1.25}
1073 3026 {'weight': 1.25}
1073 2406 {'weight': 1.25}
1073 1673 {'weight': 1.25}
1073 11 {'weight': 1.25}
1073 1050 {'weight': 1.25}
1073 1060 {'weight': 1.25}
1073 72 {'weight': 1.25}
1073 1553 {'weight': 1.25}
1073 3525 {'weight': 1.25}
1073 2064 {'weight': 1.25}
1073 3791 {'weight': 1.25}
1073 1595 {'weight': 1.25}
1073 1177 {'weight': 1.25}
1073 1596 {'weight': 1.25}
1073 423 {'weight': 1.25}
1073 1788 {'weight': 1.25}
1073 2890 {'weight': 1.25}
1073 603 {'weight': 1.25}
1073 1498 {'weight': 1.25}
1073 703 {'weight': 1.25}
1073 46 {'weight': 1.25}
1073 76 {'weight': 1.25}
1073 137 {'weight': 1.25}
1073 183 {'weight': 1.25}
1073 345 {'weight': 1.25}
1073 354 {'weight': 1.25}
1073 2590 {'weight': 1.25}
1073 3283 {'weight': 1.25}
1073 529 {'weight': 1.25}
1073 547 {'weight': 1.25}
1073 566 {'weight': 1.25}
1073 575 {'weight': 1.25}
1073 697 {'weight': 1.25}
1073 2672 {'weight': 1.25}
1073 1379 {'weight': 1.25}
1073 3431 {'weight': 1.25}
1073 3157 {'weight': 1.25}
1073 2412 {'weight': 1.25}
1073 2588 {'weight': 1.25}
1073 3167 {'weight': 1.25}
1073 2668 {'weight': 1.25}
1073 2171 {'weight': 1.25}
1073 1702 {'weight': 1.25}
1073 3476 {'weight': 1.25}
1073 2476 {'weight': 1.25}
1073 1986 {'weight': 1.25}
1073 2483 {'weight': 1.25}
1073 2487 {'weight': 1.25}
1073 3291 {'weight': 1.25}
1073 2773 {'weight': 1.25}
1073 2036 {'weight': 1.25}
1073 3826 {'weight': 1.25}
1073 3844 {'weight': 1.25}
1073 2802 {'weight': 1.25}
1073 2804 {'weight': 1.25}
1073 2065 {'weight': 1.25}
1073 1597 {'weight': 1.25}
2082 445 {'weight': 1.25}
2082 180 {'weight': 1.25}
2082 2938 {'weight': 1.25}
180 2938 {'weight': 1.25}
1 1009 {'weight': 1.25}
1 1171 {'weight': 1.25}
1 1465 {'weight': 1.25}
1 2069 {'weight': 1.25}
1 2080 {'weight': 1.25}
1 3799 {'weight': 1.25}
1 1033 {'weight': 1.25}
1 2717 {'weight': 1.25}
1 300 {'weight': 1.25}
1 942 {'weight': 1.25}
1 3678 {'weight': 1.25}
1 952 {'weight': 1.25}
1009 1033 {'weight': 1.25}
1009 942 {'weight': 1.25}
1009 815 {'weight': 1.25}
1009 1465 {'weight': 1.25}
1009 3185 {'weight': 1.25}
1009 2717 {'weight': 1.25}
1009 1603 {'weight': 1.25}
1171 1033 {'weight': 1.25}
1171 3351 {'weight': 1.25}
1171 807 {'weight': 1.25}
1171 1024 {'weight': 1.25}
1171 1465 {'weight': 1.25}
1171 2455 {'weight': 1.25}
1171 3185 {'weight': 1.25}
1171 2069 {'weight': 1.25}
1171 2080 {'weight': 1.25}
1171 2682 {'weight': 1.25}
1171 3799 {'weight': 1.25}
1171 2717 {'weight': 1.25}
1171 1603 {'weight': 1.25}
1171 2751 {'weight': 1.25}
1171 3678 {'weight': 1.25}
1171 815 {'weight': 1.25}
1465 1033 {'weight': 1.25}
1465 508 {'weight': 1.25}
1465 3351 {'weight': 1.25}
1465 942 {'weight': 1.25}
1465 952 {'weight': 1.25}
1465 815 {'weight': 1.25}
1465 2080 {'weight': 1.25}
1465 3799 {'weight': 1.25}
1465 1603 {'weight': 1.25}
1465 2717 {'weight': 1.25}
1465 3678 {'weight': 1.25}
2069 1033 {'weight': 1.25}
2069 942 {'weight': 1.25}
2069 1082 {'weight': 1.25}
2069 815 {'weight': 1.25}
2069 1603 {'weight': 1.25}
2069 2080 {'weight': 1.25}
2069 3678 {'weight': 1.25}
2080 1033 {'weight': 1.25}
2080 3245 {'weight': 1.25}
2080 300 {'weight': 1.25}
2080 2954 {'weight': 1.25}
2080 3351 {'weight': 1.25}
2080 687 {'weight': 1.25}
2080 819 {'weight': 1.25}
2080 942 {'weight': 1.25}
2080 815 {'weight': 1.25}
2080 1603 {'weight': 1.25}
2080 1638 {'weight': 1.25}
2080 3799 {'weight': 1.25}
2080 3839 {'weight': 1.25}
3799 1033 {'weight': 1.25}
3799 300 {'weight': 1.25}
3799 952 {'weight': 1.25}
